GEO.id	GEOID10	GEO.display-label	HD01_VD01	HD02_VD01
1500000US370810169001	370810169001	"Block Group 1, Census Tract 169, Guilford County, North Carolina"	2084	312
1500000US370810169002	370810169002	"Block Group 2, Census Tract 169, Guilford County, North Carolina"	2043	297
1500000US370810170001	370810170001	"Block Group 1, Census Tract 170, Guilford County, North Carolina"	1754	282
1500000US370810170002	370810170002	"Block Group 2, Census Tract 170, Guilford County, North Carolina"	2734	391
1500000US370810171001	370810171001	"Block Group 1, Census Tract 171, Guilford County, North Carolina"	2220	395
1500000US370810171002	370810171002	"Block Group 2, Census Tract 171, Guilford County, North Carolina"	2933	391
1500000US370810171003	370810171003	"Block Group 3, Census Tract 171, Guilford County, North Carolina"	1673	357
1500000US370810172001	370810172001	"Block Group 1, Census Tract 172, Guilford County, North Carolina"	3271	495
1500000US370810172002	370810172002	"Block Group 2, Census Tract 172, Guilford County, North Carolina"	1714	443
1500000US370810172003	370810172003	"Block Group 3, Census Tract 172, Guilford County, North Carolina"	2355	453
1500000US370819801001	370819801001	"Block Group 1, Census Tract 9801, Guilford County, North Carolina"	0	12
